,number,value,datetime_start,datetime_complete,duration,params_learning_rate,params_n_estimators,user_attrs_mean_fit_time,user_attrs_mean_score_time,user_attrs_mean_test_score,user_attrs_mean_train_score,user_attrs_split0_test_score,user_attrs_split0_train_score,user_attrs_split1_test_score,user_attrs_split1_train_score,user_attrs_split2_test_score,user_attrs_split2_train_score,user_attrs_split3_test_score,user_attrs_split3_train_score,user_attrs_split4_test_score,user_attrs_split4_train_score,user_attrs_split5_test_score,user_attrs_split5_train_score,user_attrs_split6_test_score,user_attrs_split6_train_score,user_attrs_split7_test_score,user_attrs_split7_train_score,user_attrs_split8_test_score,user_attrs_split8_train_score,user_attrs_split9_test_score,user_attrs_split9_train_score,user_attrs_std_fit_time,user_attrs_std_score_time,user_attrs_std_test_score,user_attrs_std_train_score,state
10,10,0.7292332565000031,2022-09-13 16:16:12.990472,2022-09-13 16:16:14.969473,0 days 00:00:01.979001,0.028343701205518435,70,0.15855584144592286,0.036906981468200685,0.7292332565000031,,0.7365977837675951,,0.7171308775082359,,0.7182491377561371,,0.7855041590586326,,0.7326097105508871,,0.7312091503267975,,0.679154995331466,,0.7327264239028946,,0.7331932773109244,,0.7259570494864613,,0.006860065788335961,0.004602180148845287,0.024595779179032815,,COMPLETE
11,11,0.7304003616053847,2022-09-13 16:16:14.975358,2022-09-13 16:16:16.598799,0 days 00:00:01.623441,0.02101661744802618,50,0.12555625438690185,0.033882737159729004,0.7304003616053847,,0.7324049116501947,,0.7081461515423779,,0.7203455738148374,,0.7753432068709001,,0.7549019607843137,,0.7370448179271709,,0.6897759103641457,,0.7337768440709618,,0.7294584500466853,,0.7228057889822596,,0.0071881379950944875,0.0019349321929538936,0.022327146592937237,,COMPLETE
12,12,0.7296280147279038,2022-09-13 16:16:53.499443,2022-09-13 16:16:55.944058,0 days 00:00:02.444615,0.010023503970298853,100,0.20550527572631835,0.035796952247619626,0.7296280147279038,,0.7403414195867026,,0.7070979335130279,,0.7192973557854873,,0.7602623926421856,,0.7342436974789917,,0.7401960784313726,,0.696078431372549,,0.7337768440709618,,0.7411297852474323,,0.7238562091503268,,0.009411345458093736,0.0025498294067053577,0.017632213469219456,,COMPLETE
13,13,0.7097600350750971,2022-09-13 16:16:55.947343,2022-09-13 16:16:57.766567,0 days 00:00:01.819224,0.3032334015173351,50,0.14395363330841066,0.035222315788269044,0.7097600350750971,,0.6888289907157832,,0.7333033842467804,,0.6999391357273281,,0.726229120173125,,0.7239729225023342,,0.7052987861811391,,0.6763538748832867,,0.7034313725490196,,0.7225723622782446,,0.7176704014939309,,0.010859344837867362,0.0027651342020874846,0.017218422634609203,,COMPLETE
14,14,0.7083678998075189,2022-09-13 16:16:57.769902,2022-09-13 16:17:00.647945,0 days 00:00:02.878043,0.18664037466923217,110,0.24752771854400635,0.03674705028533935,0.7083678998075189,,0.6924228811021264,,0.7136867325546571,,0.7174376141205112,,0.7353418543315074,,0.7233893557422969,,0.6894257703081232,,0.6609477124183006,,0.7038982259570494,,0.7246732026143792,,0.7224556489262371,,0.011032504419970753,0.002575947298692978,0.020999561146068497,,COMPLETE
15,15,0.7056491109326668,2022-09-13 16:17:00.653434,2022-09-13 16:17:02.946182,0 days 00:00:02.292748,0.3613957597839189,80,0.19203553199768067,0.034340071678161624,0.7056491109326668,,0.6717580113806529,,0.6973644803833483,,0.7283255562318253,,0.7132447420031108,,0.7265406162464987,,0.7015639589169,,0.6831232492997199,,0.7086834733893558,,0.7008636788048552,,0.7250233426704015,,0.01112475980122703,0.0013411909374360796,0.017768463608651124,,COMPLETE
16,16,0.7264937106918239,2022-09-13 16:17:02.958400,2022-09-13 16:17:04.689631,0 days 00:00:01.731231,0.12347201937040128,50,0.13352394104003906,0.036842751502990725,0.7264937106918239,,0.7075471698113207,,0.7213237496256364,,0.7178433759383243,,0.7868736051937513,,0.7263071895424836,,0.7237394957983193,,0.6912931839402428,,0.7294584500466853,,0.7315592903828197,,0.7289915966386555,,0.0041065986488094475,0.005537075202519609,0.023224225810202937,,COMPLETE
17,17,0.6893624694755158,2022-09-13 16:17:04.695732,2022-09-13 16:17:07.142946,0 days 00:00:02.447214,0.6105152610049775,180,0.20838630199432373,0.03373279571533203,0.6893624694755158,,0.6458520515124289,,0.729559748427673,,0.6834043416514506,,0.697436937850815,,0.6973622782446312,,0.6666666666666667,,0.6730859010270775,,0.6959617180205415,,0.6807889822595705,,0.7235060690943044,,0.013647095985143524,0.0015722527261005069,0.023951069450982927,,COMPLETE
18,18,0.7238074566405991,2022-09-13 16:17:07.149607,2022-09-13 16:17:10.149006,0 days 00:00:02.999399,0.09466570980955383,120,0.2601199150085449,0.037152338027954104,0.7238074566405991,,0.7105420784666068,,0.7232704402515724,,0.7241326841144249,,0.7679211469534051,,0.7446311858076564,,0.7375116713352008,,0.6784547152194211,,0.6950280112044818,,0.7282913165266106,,0.7282913165266106,,0.013844484778123575,0.0021197882611238075,0.02380998303322609,,COMPLETE
19,19,0.7165224478917149,2022-09-13 16:17:10.156270,2022-09-13 16:17:12.355177,0 days 00:00:02.198907,0.20462143393623505,70,0.18185825347900392,0.03516693115234375,0.7165224478917149,,0.7169811320754718,,0.7184785864031147,,0.7202610401027929,,0.7342936363021573,,0.7181372549019608,,0.7216386554621849,,0.6853408029878618,,0.7128851540616247,,0.7045985060690942,,0.7326097105508871,,0.014741273364718973,0.0036021394323502215,0.013225420801062229,,COMPLETE
20,20,0.7002148363910384,2022-09-13 16:17:12.364670,2022-09-13 16:17:15.890048,0 days 00:00:03.525378,0.2890386579282504,190,0.26940886974334716,0.08046274185180664,0.7002148363910384,,0.6701108116202456,,0.7094938604372567,,0.7125177520795294,,0.7255021302495435,,0.7048319327731092,,0.6967787114845938,,0.6693510737628384,,0.7023809523809523,,0.6971288515406162,,0.7140522875816994,,0.01256089270691663,0.11731186926574762,0.01724687900216131,,COMPLETE
21,21,0.7337077253299371,2022-09-13 16:17:15.898797,2022-09-13 16:17:18.471996,0 days 00:00:02.573199,0.03940610549918775,100,0.2189105749130249,0.035991549491882324,0.7337077253299371,,0.7407906558849955,,0.7223719676549865,,0.720666801920606,,0.7816325150470007,,0.7478991596638656,,0.7364612511671336,,0.6912931839402428,,0.7379785247432307,,0.7288748832866481,,0.729108309990663,,0.015500042934836592,0.0012500795999797708,0.021716908632909326,,COMPLETE
22,22,0.7313134251468898,2022-09-13 16:17:18.481461,2022-09-13 16:17:20.502769,0 days 00:00:02.021308,0.02269736252650501,70,0.16240484714508058,0.03716509342193604,0.7313134251468898,,0.7403414195867026,,0.7070979335130279,,0.7231689997971191,,0.7876005951173328,,0.7326097105508871,,0.7380952380952381,,0.6891923436041083,,0.7337768440709618,,0.7373949579831933,,0.7238562091503268,,0.008097353773396682,0.006920708064431465,0.024130881219170217,,COMPLETE
23,23,0.689468228963324,2022-09-13 16:17:20.510950,2022-09-13 16:17:22.647718,0 days 00:00:02.136768,0.9797274152970019,130,0.1759613037109375,0.03496606349945068,0.689468228963324,,0.6838873914345612,,0.7088948787061995,,0.714935416243998,,0.6799384594576316,,0.7084500466853408,,0.6617647058823529,,0.6598972922502334,,0.7033146591970121,,0.659547152194211,,0.7140522875816994,,0.012534970067954967,0.00400372292041991,0.022003499492548907,,COMPLETE
24,24,0.7280027511105883,2022-09-13 16:17:22.656976,2022-09-13 16:17:24.933969,0 days 00:00:02.276993,0.11710583272771377,80,0.18880798816680908,0.03630132675170898,0.7280027511105883,,0.7011081162024558,,0.7339023659778376,,0.7209880300263745,,0.7605836207479543,,0.7372782446311859,,0.7412464985994398,,0.6838235294117647,,0.7351774042950514,,0.7331932773109244,,0.7327264239028946,,0.007288425818330421,0.004140478014799414,0.020451923560768914,,COMPLETE
25,25,0.72536767192168,2022-09-13 16:17:24.938480,2022-09-13 16:17:27.557745,0 days 00:00:02.619265,0.08474052497121984,100,0.22276129722595214,0.0364393949508667,0.72536767192168,,0.7106918238993711,,0.7297094938604373,,0.7139717319266923,,0.7655034827889362,,0.7351774042950514,,0.7401960784313726,,0.6896591970121382,,0.699813258636788,,0.7357609710550888,,0.7331932773109244,,0.009554380882092487,0.00109834601282482,0.020948697261171864,,COMPLETE
26,26,0.7214421110298451,2022-09-13 16:17:27.561187,2022-09-13 16:17:29.735903,0 days 00:00:02.174716,0.18789770020170796,70,0.17999234199523925,0.034713029861450195,0.7214421110298451,,0.7169811320754718,,0.7222222222222222,,0.7321972002434571,,0.7381652803137891,,0.7271241830065359,,0.7333099906629319,,0.6811391223155929,,0.7235060690943044,,0.7156862745098038,,0.7240896358543417,,0.007514508262771403,0.0014070924996115416,0.015025670083109507,,COMPLETE
27,27,0.706398335353618,2022-09-13 16:17:29.739574,2022-09-13 16:17:32.358342,0 days 00:00:02.618768,0.24626306638371953,90,0.22191164493560792,0.03700466156005859,0.706398335353618,,0.6945193171608266,,0.6952680443246482,,0.7293737742611754,,0.7314702103198756,,0.7154528478057889,,0.7000466853408029,,0.6450746965452848,,0.7098506069094305,,0.7109010270774977,,0.7320261437908497,,0.015201758056652016,0.002034165259982537,0.024481334657674048,,COMPLETE
28,28,0.7070128670254874,2022-09-13 16:17:32.362500,2022-09-13 16:17:35.565225,0 days 00:00:03.202725,0.35260502953424677,250,0.2786779642105103,0.03882684707641602,0.7070128670254874,,0.7003593890386344,,0.7243186582809225,,0.7192128220734428,,0.7174376141205112,,0.7317927170868348,,0.6660830999066293,,0.6804388422035481,,0.7071661998132586,,0.6939775910364145,,0.7293417366946778,,0.015171695634149605,0.003817115269474805,0.020652504419387572,,COMPLETE
29,29,0.701084539110836,2022-09-13 16:17:35.568737,2022-09-13 16:17:38.125509,0 days 00:00:02.556772,0.3964118799125627,120,0.2155378580093384,0.037354540824890134,0.701084539110836,,0.6960167714884696,,0.711141060197664,,0.7167106241969297,,0.6851795496043822,,0.7228057889822596,,0.6830065359477124,,0.6534780578898226,,0.7128851540616247,,0.6891923436041083,,0.7404295051353875,,0.014566710821043282,0.0025296547634223268,0.02348971740701006,,COMPLETE
30,30,0.7334060891550777,2022-09-13 16:17:38.129237,2022-09-13 16:17:40.145491,0 days 00:00:02.016254,0.0625819326002288,70,0.16550261974334718,0.03323080539703369,0.7334060891550777,,0.7339023659778376,,0.7234201856843365,,0.7308277541083383,,0.7876005951173328,,0.75,,0.7396125116713352,,0.69234360410831,,0.7114845938375349,,0.7436974789915967,,0.721171802054155,,0.009448404490633016,0.0018843597081910082,0.024041224023134806,,COMPLETE
31,31,0.7327650465745236,2022-09-13 16:17:40.149009,2022-09-13 16:17:44.265992,0 days 00:00:04.116983,0.06937146561095148,70,0.36868972778320314,0.04012322425842285,0.7327650465745236,,0.7407906558849955,,0.7223719676549865,,0.7409887062960709,,0.7753432068709001,,0.7399626517273576,,0.7379785247432307,,0.6844070961718021,,0.7146358543417366,,0.7489495798319328,,0.7222222222222222,,0.4674705179312256,0.013554867490164534,0.0227424491259683,,COMPLETE
32,32,0.7204535425450358,2022-09-13 16:17:44.269484,2022-09-13 16:17:46.723886,0 days 00:00:02.454402,0.14885691904339693,90,0.2066195011138916,0.0359443187713623,0.7204535425450358,,0.6999101527403414,,0.7333033842467804,,0.7202610401027929,,0.7577601947656726,,0.7371615312791784,,0.7195378151260504,,0.6842903828197946,,0.7161531279178338,,0.7135854341736694,,0.7225723622782446,,0.00900141640444387,0.0020818627191745427,0.01907064785139004,,COMPLETE
33,33,0.7259188956572687,2022-09-13 16:17:46.727310,2022-09-13 16:17:48.792030,0 days 00:00:02.064720,0.07203049794164898,70,0.16862778663635253,0.035084986686706544,0.7259188956572687,,0.7180293501048218,,0.7244684037136867,,0.7097788598092919,,0.7683269087712179,,0.7431139122315593,,0.7327264239028946,,0.6865079365079365,,0.7125350140056022,,0.7436974789915967,,0.7200046685340803,,0.009865723982982412,0.0028498733215681997,0.02132770105316315,,COMPLETE
